Subject ID	Accession	Description	Oligo 1 (FOR)	Oligo 2(REV)	Oligo 1(E-val)	Oligo 1(Query Percent)	Oligo 1(Start Location)	Oligo 1(End Location	Oligo 2(E-val)	Oligo 2(Query Percent)	Oligo 2(Start Location	Oligo 2(End Location
236193	KM252783	Hepatitis C virus isolate TV412 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	1	10	2.33E+02	68.42	384	397
236192	KM252782	Hepatitis C virus isolate TV407 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	399	412
236191	KM252781	Hepatitis C virus isolate TV503 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.89E-01	94.74	393	411
236190	KM252780	Hepatitis C virus isolate TV395 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.67E+04	47.37	1876	1884
236197	KM252787	Hepatitis C virus isolate TV396 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	16	25	1.41E+02	90.48	344	364
236196	KM252786	Hepatitis C virus isolate TV406 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	4.46E+01	90.91	370	391
236195	KM252785	Hepatitis C virus isolate TV462 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	16	25	1.41E+02	90.48	345	365
236194	KM252784	Hepatitis C virus isolate VN085 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	15	24	2.33E+02	68.42	397	410
236210	KM252800	Hepatitis C virus isolate L390 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.76E+02	59.09	372	384
2033	HPCJK065A7	Hepatitis C virus isolate JK065 gene for core, env, and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	4.46E+01	90.91	370	391
36774	AB690461	Hepatitis C virus subtype 2a genomic RNA, complete genome, strain: J6CF/JFH2.1.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	17	26	2.20E+03	52.38	356	366
236198	KM252788	Hepatitis C virus isolate TV546 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	1.89E-01	94.74	394	412
144438	JF735110	Hepatitis C virus isolate QC114, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	17	26	1.41E+02	66.67	352	366
36773	AB690460	Hepatitis C virus subtype 2a genomic RNA, complete genome, strain: JFH2.1.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	17	26	9.02E+00	71.43	352	366
2032	HPCJK055A6	Hepatitis C virus isolate JK055 gene for core, env, and part of E2/NS1, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	3.52E+01	94.12	25	41	1.13E+01	68.18	371	385
2031	HPCJK049A5	Hepatitis C virus isolate JK049 gene for core, env, and part of E2/NS1, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	3.52E+01	94.12	25	41	6.96E+02	54.55	371	382
48107	AY051292	Hepatitis C virus (isolate India) polyprotein mRNA, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
194987	KC197227	Hepatitis C virus isolate PTR1256 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	2.17E+03	76.47	2	15	8.69E+03	47.62	1818	1827
105603	EF424629	Hepatitis C virus subtype 6c isolate Th846, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	8.58E+03	47.37	979	987	1.67E+04	47.37	3568	3576
282538	KJ678810	Hepatitis C virus isolate VN865, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	17	26	1.09E+04	45.45	871	880
1956	HPCE2NS160	Hepatitis C virus (isolate VN998) gene for polyprotein precursor (core, env and part of E2/NS1), partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.13E+01	68.18	370	384
70688	DQ640360	Hepatitis C virus strain Th52 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.13E+01	68.18	345	359
70689	DQ640361	Hepatitis C virus strain Th40 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	5.78E-01	95.24	319	339
189269	JX227974	Hepatitis C virus subtype 2m isolate HCV-2m/CA/BID-G1727, partial genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	8.58E+03	47.37	1068	1076	1.67E+04	47.37	3417	3425
70684	DQ640356	Hepatitis C virus strain Th46 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.09E+04	59.09	353	366
70685	DQ640357	Hepatitis C virus strain Th47 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.09E+04	59.09	353	366
282530	KJ678802	Hepatitis C virus isolate TV569, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.76E+02	59.09	375	387
70687	DQ640359	Hepatitis C virus strain Th49 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	82.35	1	15	1.89E-01	94.74	368	386
70680	DQ640352	Hepatitis C virus strain Th42 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.76E+02	59.09	345	357
70681	DQ640353	Hepatitis C virus strain Th43 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.76E+02	59.09	345	357
225898	KJ567644	Hepatitis C virus isolate 6_VN139, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	1	10	4.02E+03	68.42	383	396
236202	KM252792	Hepatitis C virus isolate km98 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	4.02E+03	63.16	398	411
4138	HPCJTB	Hepatitis C virus genomic RNA, complete genome, strain: JT'.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
77288	EU246940	Hepatitis C virus strain D83 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	82.35	1	15	1.89E-01	94.74	368	386
223913	KM102762	Hepatitis C virus isolate Patient C polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
7319	AJ621235	Hepatitis C virus 5'UTR.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	3.52E+01	94.12	37	53	5.61E+01	73.68	406	420
7318	AJ621234	Hepatitis C virus 5'UTR.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	37	53	5.61E+01	73.68	395	409
194993	KC197233	Hepatitis C virus isolate PTR2795 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	2.17E+03	76.47	2	15	2.20E+03	52.38	329	339
77281	EU246933	Hepatitis C virus strain D33 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	2.20E+03	66.67	319	333
7314	AJ621230	Hepatitis C virus 5'UTR.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	37	53	5.61E+01	73.68	406	420
7317	AJ621233	Hepatitis C virus 5'UTR.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	37	53	5.61E+01	73.68	404	418
77282	EU246934	Hepatitis C virus strain D85 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	952	961	1.67E+04	47.37	3545	3553
77285	EU246937	Hepatitis C virus strain TH22 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	5.78E-01	95.24	319	339
206215	KC844052	Hepatitis C virus subtype 1b isolate GZ51969 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
7313	AJ621229	Hepatitis C virus 5'UTR.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	45	61	5.61E+01	73.68	413	427
77286	EU246938	Hepatitis C virus strain TH31 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	5.78E-01	95.24	319	339
206214	KC844051	Hepatitis C virus subtype 1b isolate GZ52540 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
206213	KC844050	Hepatitis C virus subtype 2f isolate 98799 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	17	26	1.76E+02	59.09	372	384
280930	KM504115	Hepatitis C virus isolate QC176, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.13E+01	68.18	371	385
70683	DQ640355	Hepatitis C virus strain Th45 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.09E+04	59.09	353	366
288630	KU871278	Hepatitis C virus isolate HITP300315_2b polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	8.59E+03	52.94	6105	6113	4.02E+03	57.89	7737	7748
220091	KJ439775	Hepatitis C virus isolate QC113, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
194994	KC197234	Hepatitis C virus isolate PTR3874 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	2.17E+03	76.47	2	15	1.76E+02	59.09	345	357
75537	EF407483	Hepatitis C virus isolate 4043 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	8.59E+03	88.24	2	18	9.02E+00	71.43	328	342
194995	KC197235	Hepatitis C virus isolate MRS89 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	2.17E+03	58.82	5946	5955	1.67E+04	47.37	7786	7794
44331	AB828700	Hepatitis C virus subtype 1b genomic RNA, complete genome, strain: Pt1-98_Q1.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
192002	KC248193	Hepatitis C virus isolate 136142, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	18	27	4.02E+03	52.63	2807	2816
5942	AB154185	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 10.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
62757	AY576551	Hepatitis C virus isolate patient 2 clone 5 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
62756	AY576550	Hepatitis C virus isolate patient 2 clone 4 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
192006	KC248197	Hepatitis C virus isolate EBW424, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	382	395
192007	KC248198	Hepatitis C virus isolate EBW443, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
62753	AY576547	Hepatitis C virus isolate patient 2 clone 1 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
192005	KC248196	Hepatitis C virus isolate 166212, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	382	395
192008	KC248199	Hepatitis C virus isolate EBW9, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	18	27	4.02E+03	52.63	2791	2800
173527	JQ065709	Hepatitis C virus isolate SH37 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.71E-01	94.12	1	16	5.61E+01	89.47	369	387
62759	AY576553	Hepatitis C virus isolate patient 5 clone 2 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
62758	AY576552	Hepatitis C virus isolate patient 5 clone 1 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	3.52E+01	94.12	5	21	9.02E+00	71.43	331	345
251901	JQ717260	Hepatitis C virus subtype 3a isolate ILBSRAS9, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
251900	JQ717259	Hepatitis C virus subtype 3a isolate ILBSRAS8, complete genome.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	3.52E+01	94.12	27	43	1.89E-01	94.74	396	414
223977	KJ925149	Hepatitis C virus strain SA4, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	17	26	1.13E+01	68.18	371	385
223976	KJ925148	Hepatitis C virus strain SA3, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	17	26	1.13E+01	68.18	371	385
223975	KJ925147	Hepatitis C virus strain SA2, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	17	26	1.13E+01	68.18	371	385
223974	KJ925146	Hepatitis C virus strain SA1, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	17	26	1.13E+01	68.18	371	385
39911	AF207758	Hepatitis C virus subtype 1b strain MD17, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
230128	KM349851	Hepatitis C virus strain SB, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
280939	KM504124	Hepatitis C virus isolate QC334, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	16	25	1.41E+02	90.48	345	365
33317	AF165057	Hepatitis C virus subtype 1b strain MD7-1, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	6	15	1.09E+04	59.09	369	382
33316	AF165056	Hepatitis C virus subtype 1b strain MD6-2, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	2.20E+03	52.38	345	355
33315	AF165055	Hepatitis C virus subtype 1b strain MD6-1, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
33314	AF165054	Hepatitis C virus subtype 1b strain MD5-2, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
33313	AF165053	Hepatitis C virus subtype 1b strain MD5-1, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
33312	AF165052	Hepatitis C virus subtype 1b strain MD4-2, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
33311	AF165051	Hepatitis C virus subtype 1b strain MD4-1, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
220083	KJ439767	Hepatitis C virus isolate QC165, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
93135	GU814263	Hepatitis C virus S52 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	1.45E-01	100	25	41	1.89E-01	94.74	394	412
5961	AB154204	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 29.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5962	AB154205	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 30.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
5966	AB154206	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 31.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
33318	AF165058	Hepatitis C virus subtype 1b strain MD7-2, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
3665	D37842	Hepatitis C virus gene for polyprotein, partial cds, isolate: ThKL24.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.13E+01	68.18	370	384
3664	D37838	Hepatitis C virus gene for polyprotein, partial cds, isolate: ThK164.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	3.52E+01	94.12	25	41	1.09E+04	45.45	371	380
3667	D37851	Hepatitis C virus gene for polyprotein, partial cds, isolate: ThKF68.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	398	411
3666	D37847	Hepatitis C virus gene for polyprotein, partial cds, isolate: ThK248.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.13E+01	68.18	370	384
282485	KJ678757	Hepatitis C virus isolate GZ0020, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	401	414
1987	HPCCORE12	Hepatitis C virus gene for core, env, and part of E2/NS1, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	16	25	2.33E+02	68.42	398	411
75283	EF420134	Hepatitis C virus strain D54 deletion mutant polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	82.35	1	15	1.67E+04	47.37	1526	1534
75282	EF420133	Hepatitis C virus strain D33 deletion mutant polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)394	5.50E+02	82.35	1	15	4.02E+03	68.42	374	387
75281	EF420132	Hepatitis C virus strain D33 polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	5.50E+02	82.35	1	15	2.20E+03	66.67	319	333
75280	EF420131	Hepatitis C virus strain D88 deletion mutant polyprotein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.09E+04	45.45	842	851
54148	EU408329	Hepatitis C virus isolate QC66 polyprotein precursor, gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	4.46E+01	90.91	370	391
223912	KM102761	Hepatitis C virus isolate Patient B polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	19	28	2.75E+03	50	376	386
66584	DQ155493	Hepatitis C virus strain D82 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	4.46E+01	63.64	345	358
33337	AF290978	Hepatitis C virus subtype 1a isolate colonel, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	6	15	1.09E+04	59.09	369	382
223915	KM102764	Hepatitis C virus isolate Patient E polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
220085	KJ439769	Hepatitis C virus isolate QC172, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.13E+01	68.18	373	387
206212	KC844049	Hepatitis C virus subtype 1a isolate ZS30 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
5943	AB154186	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 11.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
160144	JX014307	Hepatitis C virus clone JFH1-ad16, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	17	26	9.68E+02	63.16	401	413
5940	AB154183	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 8.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	6	15	1.67E+04	47.37	2482	2490
5941	AB154184	Hepatitis C virus subtype 1b gene for polyprotein, partial cds, isolate: No. 9.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	2.17E+03	52.63	6	15	1.67E+04	47.37	2482	2490
78118	EU360318	Hepatitis C virus isolate HCV5UTR-MG04 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
78119	EU360319	Hepatitis C virus isolate HCV5UTR-MG05 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
78115	EU360315	Hepatitis C virus isolate HCV5UTR-MG01 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
78116	EU360316	Hepatitis C virus isolate HCV5UTR-MG02 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
78117	EU360317	Hepatitis C virus isolate HCV5UTR-MG03 5' UTR and polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
56618	GQ870488	Hepatitis C virus subtype 1a isolate 1/910 clone 2A3-33 polyprotein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	8.58E+03	47.37	641	649	4.02E+03	52.63	892	901
4318	HPCJ491	Hepatitis C virus genome, complete sequence.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	353	367
46377	FJ477239	Hepatitis C virus isolate LPE core/ARF protein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.09E+04	59.09	381	394
66539	DQ155448	Hepatitis C virus strain D7 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.09E+04	59.09	353	366
66538	DQ155447	Hepatitis C virus strain D5 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.09E+04	59.09	353	366
625	AB030907	Hepatitis C virus (isolate JPUT971017) genomic RNA, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
36149	AB677527	Hepatitis C virus gene for polyprotein, complete cds, isolate: HCV-B5808.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	18	27	1.76E+02	59.09	373	385
44227	AB779562	Hepatitis C virus subtype 1b RNA, complete genome, isolate: LyHCVserumSR.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	6	15	1.09E+04	59.09	369	382
66536	DQ155445	Hepatitis C virus strain D2 core protein gene, partial cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	5.50E+02	82.35	1	15	1.13E+01	68.18	348	362
46378	FJ477240	Hepatitis C virus isolate MFX core/ARF protein gene, partial cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	18	27	9.02E+00	71.43	354	368
194992	KC197232	Hepatitis C virus isolate FrBd0565 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	8.59E+03	52.94	6209	6217	2.75E+03	50	8505	8515
280935	KM504120	Hepatitis C virus isolate QC266, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	1.76E+02	59.09	370	382
280936	KM504121	Hepatitis C virus isolate QC269, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	2.75E+03	63.64	371	385
194991	KC197231	Hepatitis C virus isolate MRS178 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	2.17E+03	76.47	2	15	1.76E+02	59.09	345	357
194996	KC197236	Hepatitis C virus isolate MRS41 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	2.17E+03	76.47	2	15	1.76E+02	59.09	345	357
194997	KC197237	Hepatitis C virus isolate MRS117 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)345	2.17E+03	76.47	2	15	9.02E+00	71.43	325	339
280932	KM504117	Hepatitis C virus isolate QC197, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)371	2.17E+03	52.63	16	25	4.46E+01	63.64	370	383
206210	KC844047	Hepatitis C virus subtype 1c isolate ZS17 polyprotein gene, complete cds.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	1	10	2.20E+03	66.67	336	350
39913	AF207760	Hepatitis C virus subtype 1b strain MD19, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
39912	AF207759	Hepatitis C virus subtype 1b strain MD18, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	5.57E+02	57.14	341	352
194998	KC197238	Hepatitis C virus isolate MRS40 polyprotein gene, complete cds.	FOR_HCV-3a(+)25	REV_HCV-3a(-)371	2.17E+03	76.47	2	15	1.09E+04	45.45	345	354
223527	EU255941	Hepatitis C virus subtype 1a isolate HCV-1a/US/BID-V697/2006, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)394	8.58E+03	47.37	913	921	1.67E+04	47.37	1497	1505
39917	AF207764	Hepatitis C virus subtype 1b strain MD23, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
39916	AF207763	Hepatitis C virus subtype 1b strain MD22, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	9.02E+00	71.43	341	355
39915	AF207762	Hepatitis C virus subtype 1b strain MD21, complete genome.	FOR_HCV-3a(+)7	REV_HCV-3a(-)345	2.17E+03	52.63	6	15	2.20E+03	66.67	341	355
